Publisher,Language,Author,Summary,Published Date,ISBN-10,ISBN-13,Type,Book Title,Price,Binding,Pages,Product Dimensions
-,Tamil,J.S. Ekambaram M.A,,-,-,-,Book,Manam Ennum Maruthuvarai Payanpaduthuvathu Eppadi?,Rs. 615.00,-,-,-
-,Tamil,Manushiyan ,,-,-,-,Book,Manam Ennum Gnani ,Rs. 665.00,-,-,-
-,Tamil,Bhagavan Rajaneesh (Osho),,-,-,-,Book,Manam Irakkum Kalai,Rs. 650.00,-,-,-
-,Tamil,Thirumuruga Kirupananda Variyar,,-,-,-,Book,Managala Mangaiyar,Rs. 900.00,-,-,-
-,Tamil,Girija Raghavan ,,-,-,-,Book,Manaivi Oru Home Manager,Rs. 585.00,-,-,-
-,Tamil,-,,-,-,-,Book,Manaiyadi Sastiram,Rs. 600.00,-,-,-
-,Tamil,S. Surya Murthy,,-,-,-,Book,Mana Azuthathilurnthu Vidupadungal,Rs. 665.00,-,-,-
-,Tamil,S. Suriyamurthy ,,-,-,-,Book,Mana Amaithiyum Bhuddarin Vpasanaa Dhyana Muraiyum,Rs. 630.00,-,-,-
-,Tamil,P.S. Aacharya,,-,-,-,Book,Mana Amaithikku Vazhikaatum Bhakthi Maargam,Rs. 615.00,-,-,-
-,Tamil,Swami Sivananda,,-,-,-,Book,Mana Amaithi Poongavukku Oru Nal Vazhkai Pathai,Rs. 520.00,-,-,-
-,Tamil,-,,-,-,-,Book,Malayala Manthiramum Yanthirangalum,Rs. 620.00,-,-,-
-,Tamil,Durai. Rajaram,,-,-,-,Book,Mahabharatham (Urainadaiyil) 18 Athiyayangalum Muzhuvathum,"Rs. 1,820.00",-,-,-
-,Tamil,Ha. Ki. Vaalam,,-,-,-,Book,Mana Amaidhi Tharum Parayana Thamizh Mandhirangal ,Rs. 700.00,-,-,-
-,Tamil,Rajaji,,-,-,-,Book,Mahabharatham,Rs. 765.00,-,-,-
-,Tamil,A. Le. Natarajan,,-,-,-,Book,Mahabharatham,"Rs. 1,075.00",-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Megathai Thurathiyavan,Rs. 630.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Meendum Thoondil Kathaigal,Rs. 650.00,-,-,-
-,Tamil,Kavignar Vairamuthu ,,-,-,-,Book,Meendum En Thottilukku,Rs. 630.00,-,-,-
-,Tamil,Kalaignar M. Karunanidhi,,-,-,-,Book,Meesai Mulaitha Vayathil,Rs. 730.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Marupadiyum Ganesh,Rs. 730.00,-,-,-
-,Tamil,N. Thammanna Chettiar,,-,-,-,Book,Marma Engalum Panchachara Ragasiyamum,Rs. 700.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Mathyamar,Rs. 715.00,-,-,-
-,Tamil,Maraimalai Adigal ,,-,-,-,Book,Maranathin Pin Manithar Nilai,Rs. 765.00,-,-,-
-,Tamil,Swami Raghavendra Thirtha Srihari,,-,-,-,Book,Maranathai Vellungal ,Rs. 665.00,-,-,-
-,Tamil,Kanchana Jeyathilakar,,-,-,-,Book,Manthira Punnagai,Rs. 765.00,-,-,-
-,Tamil,Thondan,,-,-,-,Book,Manthirangalum Magathuvamum,Rs. 590.00,-,-,-
-,Tamil,Ganesan P.C ,,-,-,-,Book,Manothathuvam : Nambikai Aatralin Payan Tharum Vilaivugal,Rs. 630.00,-,-,-
-,Tamil,N. Thammanna Chettiar,,-,-,-,Book,Manthira Maalika (With Pranava Ragasiyangal),Rs. 665.00,-,-,-
-,Tamil,M. Thammana Chettiar,,-,-,-,Book,Manovasiyam Ennum Manthira Sakthiyin Ragasiyangal,Rs. 650.00,-,-,-
-,Tamil,P.S. Aacharya ,,-,-,-,Book,Manosakthi Theditharum Vaipugal,Rs. 650.00,-,-,-
-,Tamil,Kabilan Vairamuthu ,,-,-,-,Book,Manithanukku Aduthavan ,Rs. 665.00,-,-,-
-,Tamil,Suki. Sivam,,-,-,-,Book,Manithanum Theivamagalam ,Rs. 750.00,-,-,-
-,Tamil,Maraimalai Adigal,,-,-,-,Book,Manitha Vasiyam Allathu Manak Kavarchi,Rs. 765.00,-,-,-
-,Tamil,Va. Tha. Ramasubramaniam,,-,-,-,Book,Manikka Vasagarin Kavithai Nadagam,Rs. 665.00,-,-,-
-,Tamil,C.R. Selen,,-,-,-,Book,Naan Valarkirene Mammi ,Rs. 750.00,-,-,-
-,Tamil,Priya Balu ,,-,-,-,Book,Nagaichuvai Virunthu ,Rs. 665.00,-,-,-
-,Tamil,Ma. Seetharaman,,-,-,-,Book,Naalum Oru Naalayiram (Hard Bound) Dinasari Parayanathirku Naalayira Divya Prabanthathil Irunthu 365 Mukkiya Padalkal,Rs. 900.00,-,-,-
-,Tamil,Nagerkoil Krishnan,,-,-,-,Book,Nalam Tharum Navagraha Puranamum Parigara Pujai Muraigalum,Rs. 750.00,-,-,-
-,Tamil,Pazhanisami ,,-,-,-,Book,Nagaichuvai Vinadi Vina,Rs. 600.00,-,-,-
-,Tamil,Ramani Chandran,,-,-,-,Book,Naan Enpathum Nee Enpathum,Rs. 765.00,-,-,-
-,Tamil,Ramani Chandran,,-,-,-,Book,Naalai Varum Nilavu,Rs. 700.00,-,-,-
-,Tamil,Kulamangala Selvarasan,,-,-,-,Book,Naalai Unathe ,Rs. 650.00,-,-,-
chemamadu,Tamil,"S.chandrasekarn,M.karunanithi",,-,-,-,Book,Mugamaithuva kolkaikal or arimugam,Rs. 200.00,-,-,-
-,Tamil,Kavignar Padmadevan,,-,-,-,Book,Naaladiyar - Moolamum Uraiyum,Rs. 730.00,-,-,-
-,Tamil,Kavignar Mu. Mehta,,-,-,-,Book,Mu. Mehta Munnuraigal,Rs. 630.00,-,-,-
-,Tamil,Kalaignar M. Karunanidhi ,,-,-,-,Book,Mozhi Poril Oru Kalam,Rs. 580.00,-,-,-
-,Tamil,Vee. Arul ,,-,-,-,Book,Mudithal Muthamidu,Rs. 700.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Moondru Naal Sorgam,Rs. 730.00,-,-,-
Gayathri Publications,Tamil,S.Eric Henryson [Nilan],,-,-,-,Book,Mini Book,Rs. 80.00,-,-,-
chemamadu,Tamil,Saba.jeyarasa,,-,-,-,Book,Molikaalanithuvamum barathannatiyamum,Rs. 200.00,-,-,-
-,Tamil,Maraimalai Adigal,,-,-,-,Book,Mesmarism - Hypnatism Payirchi Nool ,Rs. 800.00,-,-,-
-,Tamil,P.S. Aacharya,,-,-,-,Book,Mesmarisam Hipnatisam,Rs. 700.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Merina ,Rs. 630.00,-,-,-
-,Tamil,Sivasankari,,-,-,-,Book,Mella Mella,Rs. 800.00,-,-,-
-,Tamil,P.S. Acharya,,-,-,-,Book,Manikka Vaasagarin Thiruvasaga Amutham (Hard Bound),Rs. 995.00,-,-,-
-,Tamil,M. Narayana Velupillai,,-,-,-,Book,Mahabharatha Kathai,Rs. 700.00,-,-,-
-,Tamil,Kulamangala Selvarasan,,-,-,-,Book,Nil Maname Nil! ,Rs. 750.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Nijaththai Thedi ,Rs. 680.00,-,-,-
Gayathri Publications,Tamil,V.S.Sivakaran,,-,-,-,Book,Nijankal,Rs. 100.00,-,-,-
-,Tamil,Kavignar Vairamuthu ,,-,-,-,Book,Netru Potta Kolam,Rs. 665.00,-,-,-
-,Tamil,Kalaignar M. Karunanidhi,,-,-,-,Book,Nerukadi Neruppaaru,Rs. 665.00,-,-,-
-,Tamil,Kalaignar M. Karunanidhi ,,-,-,-,Book,Nenjukku Neethi Part 2 ,"Rs. 1,500.00",-,-,-
-,Tamil,Susi. Thirugnanam ,,-,-,-,Book,Nera Nirvagam ,Rs. 620.00,-,-,-
S. Godage & Brothers,Tamil,Nanthiny Xavier,,2011,-,9789553031464,Book,Nellimarap Pallikkoodam,Rs. 325.00,-,104,8.5 x 5.5
-,Tamil,Kalaignar M. Karunanidhi ,,-,-,-,Book,Nenjukku Neethi Part 3,"Rs. 1,540.00",-,-,-
-,Tamil,Kalaignar M. Karunanidhi ,,-,-,-,Book,Nenjukku Neethi Part 4 ,"Rs. 1,620.00",-,-,-
-,Tamil,N.K. Shanmugam ,,-,-,-,Book,Neengalum Thozillathipar Aagalam,Rs. 895.00,-,-,-
-,Tamil,-,,-,-,-,Book,Nattrinai (Moolamum Yuraiyum),"Rs. 1,375.00",-,-,-
-,Tamil,S.S. Raghavachariyar ,,-,-,-,Book,Navarathiri Kathaiyum Poojai Viratha Muraigalum,Rs. 700.00,-,-,-
-,Tamil,Ramaiya I.A.S,,-,-,-,Book,Neengalum  Sathikalam ,Rs. 665.00,-,-,-
-,Tamil,Kamala Kandasamy M.A,,-,-,-,Book,Nammai Uraithum Kalaignarin Kaviya Sinthanaigal ,Rs. 580.00,-,-,-
-,Tamil,Ganesan P.C,,-,-,-,Book,Nam Kuzhanthaikal Vetri Pera Katru Thara Vendiya Nalla Pazhakkangal ,Rs. 665.00,-,-,-
-,Tamil,Kavignar Vairamuthu ,,-,-,-,Book,Oru Mounathin Sapthangal,Rs. 630.00,-,-,-
-,Tamil,Puliyur Kesigan ,,-,-,-,Book,Nalvazhkaikku Narpathu Dhyanangal,Rs. 620.00,-,-,-
-,Tamil,C.S. Devnath,,-,-,-,Book,Nam Kuzhanthaigalin Karkkum Thiranai Mempaduthum Payirchigal,Rs. 680.00,-,-,-
-,Tamil,Kavignar Mu. Mehta,,-,-,-,Book,Oorvalam ,Rs. 650.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Oriru Ennangal ,Rs. 880.00,-,-,-
-,Tamil,J. Krishnamurthy ,,-,-,-,Book,Ore Oru Puratchi,Rs. 830.00,-,-,-
-,Tamil,Sivasankari,,-,-,-,Book,Oru Manithanin Kathai,Rs. 780.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Oolai Pattasu ,Rs. 665.00,-,-,-
-,Tamil,-,,-,-,-,Book,Om Sri Maha Ganesha Poojai,Rs. 585.00,-,-,-
-,Tamil,Suki. Sivam,,-,-,-,Book,Oli Paravattum,Rs. 750.00,-,-,-
-,Tamil,"So. Sesalam M.A., B.L.",,-,-,-,Book,Nugarvor Neethimandra Vithigal ,Rs. 630.00,-,-,-
Gayathri Publications,Tamil,V.Navamohan,,-,-,-,Book,Nunnarivu,Rs. 100.00,-,-,-
-,Tamil,"So. Sesalam M.A., B.L",,-,-,-,Book,nthiya Thandanai Sattangalin Vilakkangal Mattrum Neethimandra Padivangal,Rs. 730.00,-,-,-
chemamadu,Tamil,K.c.kularatnam,,-,-,-,Book,Northe muthal Gopallawa varai,Rs. 550.00,-,-,-
chemamadu,Tamil,A.srikanthaluxmy,,-,-,-,Book,Noolaga thagaval ariviyal aaivu kovai,Rs. 750.00,-,-,-
-,Tamil,M.N. Rajan ,,-,-,-,Book,Noiyindri Vazha Yogasanam,Rs. 600.00,-,-,-
-,Tamil,Kavignar Mu. Mehta,,-,-,-,Book,Ninaithathu Negizhthathu,Rs. 580.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Niramatra Vaanavil,Rs. 750.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Nirvana Nagaram ,Rs. 730.00,-,-,-
-,Tamil,Suki. Sivam,,-,-,-,Book,Ninaipathum Nadapathum ,Rs. 750.00,-,-,-
-,Tamil,M. Narayana Velu Pillai,,-,-,-,Book,Panniru Azhvargalum Avargal Aruliya Prabanthangalum,Rs. 650.00,-,-,-
-,Tamil,Narayana Velu Pillai,,-,-,-,Book,Panniru Thirumuraigal,Rs. 650.00,-,-,-
-,Tamil,Maaruthi Dasan,,-,-,-,Book,Panniru Aazhvargalin Divya Varalaaru,Rs. 650.00,-,-,-
-,Tamil,Maruthi Dasan ,,-,-,-,Book,Panniru Azhwargalin Divya Varalaaru,Rs. 650.00,-,-,-
-,Tamil,Dr. Narayana Velupillai,,-,-,-,Book,Panniru Aazhvaargalum Avargal Aruliya Prabandhangalum ,Rs. 650.00,-,-,-
-,Tamil,-,,-,-,-,Book,Pandaiya Maruthuvamum Payan Tharum Mooligaigalum ,Rs. 580.00,-,-,-
-,Tamil,Rathina Sakthivel,,-,-,-,Book,Panam Kuvikkum Kalai ,Rs. 630.00,-,-,-
-,Tamil,"So. Sesalam M.A., B.L",,-,-,-,Book,Panchayathu Sattangalum Vattara Oorachi Thalaivargalukkana Nirvaga Nadai Murai Vilakka Kurippugalum ,Rs. 665.00,-,-,-
-,Tamil,Kavignar Mu. Mehta,,-,-,-,Book,Pakkam Paarthu Pesukiren,Rs. 630.00,-,-,-
-,Tamil,Venu Srinivasan,,-,-,-,Book,Palli Chellum Kuzhanthaikalin Pirachanaiyum Theervugalum,Rs. 715.00,-,-,-
-,Tamil,P. Srinivasan ,,-,-,-,Book,Paisa Gopuram Kattuvome ,Rs. 600.00,-,-,-
-,Tamil,Suki. Sivam,,-,-,-,Book,Padikka Jeyeikka ,Rs. 550.00,-,-,-
-,Tamil,Thirunavukkarasar Uzhavaara Pani Mandram,,-,-,-,Book,Padarum Neri Pagarum Paadalgal,Rs. 620.00,-,-,-
-,Tamil,Kalaignar M. Karunanidhi ,,-,-,-,Book,Paayum Puli Pandaaraga Vanniyan,Rs. 995.00,-,-,-
-,Tamil,Dr. So. Sathiya Seelan,,-,-,-,Book,Paathai Payasu Payanam Puthusu ,Rs. 665.00,-,-,-
-,Tamil,Sivasankari,,-,-,-,Book,Paalangal,Rs. 830.00,-,-,-
chemamadu,Tamil,M.sinnathamby,,-,-,-,Book,Paadasalaikalai muhaamai seithal samakala anukumari,Rs. 340.00,-,-,-
S. Godage & Brothers,Tamil,Memonkavi,,2010,-,9789553028037,Book,Oru Vasaghanin Pirathikal,Rs. 300.00,-,148,5.5 x 8.5
-,Tamil,Sujatha,,-,-,-,Book,Oru Nadupagal Maranam ,Rs. 800.00,-,-,-
-,Tamil,Kavignar Vairamuthu ,,-,-,-,Book,Oru Porkalamum Erandu Pookalum,Rs. 760.00,-,-,-
-,Tamil,Rajam Anantharaman,,-,-,-,Book,Pen Kuzhanthai Valarppu : Petrorgalukkana Kaiyedu ,Rs. 730.00,-,-,-
-,Tamil,M.G. Anna Durai,,-,-,-,Book,Pendulam Dowsing Matrum Teletherapy,Rs. 730.00,-,-,-
-,Tamil,-,,-,-,-,Book,Peiyena Peiyum Mazhai,Rs. 830.00,-,-,-
-,Tamil,Kirupananda Variyar,,-,-,-,Book,Pazhani,Rs. 550.00,-,-,-
-,Tamil,M. Narayana Velu Pillai,,-,-,-,Book,Pattinathar Vazhvum Vakkum,Rs. 630.00,-,-,-
Harper,Tamil,Upendra Nath Ashk,"Through the device of a trek from Gulmarg to the frozen lake of Al- Patthar high up in the Himalayas across the span of two days, Sorrow of the Snows lays bare the life and daily ordeals of a peasant–labourer Hasandeen, who rents out horses to visitors and trekkers. Hasandeen’s story of deprivation and helplessness gradually evolves into the story of every poor farmer in India who rests the responsibility of his happiness or sorrows on the shoulders of God. Although set at a time before the present unrest in Kashmir began, Ashk’s novella hints boldly at the impending political storm which overtook Kashmir less than a decade later. Published first in 1957 and told with great insight, Sorrow of the Snows is a satirical yet compassionate account of the exploitation and oppression of the toiling masses of the nation.",2011,9350291184,9789350291184,Book,Patthar Al-Patthar,"Rs. 1,085.00",Paperback,116,-
-,Tamil,Srinivasan Ramalingam ,,-,-,-,Book,Payan Tharum Manothathuvam,Rs. 700.00,-,-,-
-,Tamil,"So. Sesalam M.A., B.L",,-,-,-,Book,Pathirangalai Pathivu Seivathu Eppadi? ,Rs. 860.00,-,-,-
-,Tamil,Pulavar P.Ra. Natarasan,,-,-,-,Book,Pathinen Kizhkanakku,Rs. 620.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Pathinaalu Naatkal,Rs. 630.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Pathi Rajiyam,Rs. 750.00,-,-,-
-,Tamil,Swami Sachithananda ,,-,-,-,Book,Pathanjali Yogam Part - 2,Rs. 780.00,-,-,-
Gayathri Publications,Tamil,V.Navamohan,,-,-,-,Book,Pasai Pajitchi Grade -3,Rs. 75.00,-,-,-
-,Tamil,Swami Sachithananda ,,-,-,-,Book,Pathanjali Yogam Part - 1,"Rs. 1,125.00",-,-,-
-,Tamil,P.S Aacharya ,,-,-,-,Book,Pathanjali Yoga Soothiram : Eliya Urainadai Vilakkam,Rs. 900.00,-,-,-
Gayathri Publications,Tamil,V.Navamohan   ,,-,-,-,Book,Pasai Pajitchi Grade -4,Rs. 75.00,-,-,-
Gayathri Publications,Tamil,V.Navamohan,,-,-,-,Book,Pasai Pajitchi Grade -2,Rs. 75.00,-,-,-
Gayathri Publications,Tamil,V.Navamohan,,-,-,-,Book,Pasai Pajitchi Grade -1,Rs. 75.00,-,-,-
-,Tamil,Ramani Chandran,,-,-,-,Book,Partha Idathil Ellam,Rs. 730.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Pirivom Santhippom Part 2,Rs. 960.00,-,-,-
-,Tamil,Dr. K.K.Ramalingam ,,-,-,-,Book,Piravi Payan Pera Prarthanai Kalangiyam ,Rs. 560.00,-,-,-
-,Tamil,Dr. K.K.Ramalingam ,,-,-,-,Book,Piravi Payan Pera Prarthanai Kalangiyam ,Rs. 560.00,-,-,-
-,Tamil,Pon. Manikkam ,,-,-,-,Book,Pirabalangal Manasula... ,Rs. 830.00,-,-,-
chemamadu,Tamil,Saba.Jeyarsa,,-,-,-,Book,Pinaveenathuva urayadal,Rs. 260.00,-,-,-
-,Tamil,Jaisakthi,,-,-,-,Book,Pesum Ilangkiliye,Rs. 850.00,-,-,-
-,Tamil,Thirumuruga Kirupananda Variyar,,-,-,-,Book,Pillaiyar Perumai,Rs. 620.00,-,-,-
-,Tamil,Rasi. Azhagappan,,-,-,-,Book,Pillaigal Virumbum Petroraga,Rs. 615.00,-,-,-
-,Tamil,V. Kalyana Sundaranar,,-,-,-,Book,Periya Puranam Kathaigal,Rs. 865.00,-,-,-
-,Tamil,Thiru Vi. Ka,,-,-,-,Book,Periya Puranam Kathaigal,Rs. 865.00,-,-,-
-,Tamil,-,,-,-,-,Book,Periya Puranam (Moolamum Uraiyum) Part 3,"Rs. 2,035.00",-,-,-
-,Tamil,C.S. Devnath ,,-,-,-,Book,Penn Kuzhandhai Valarppu ,Rs. 700.00,-,-,-
-,Tamil,-,,-,-,-,Book,Periya Puranam (Moolamum Uraiyum) Part 2,"Rs. 1,700.00",-,-,-
chemamadu,Tamil,K.ponnuthurai,,-,-,-,Book,Peraasiriyar nanthiyum malayagamum,Rs. 260.00,-,-,-
-,Tamil,Thirumuruga Kirupananda Variyar,,-,-,-,Book,Penkula Perumai,Rs. 750.00,-,-,-
-,Tamil,Suvalakshmi ,,-,-,-,Book,Pengalukku Payannulla Kuripugal,Rs. 600.00,-,-,-
Gayathri Publications,Tamil,S. A. Gopalamoorthy,,-,-,-,Book,Pengal Ariyavendiyavai ,Rs. 100.00,-,-,-
-,Tamil,Saroja Swaminathan ,,-,-,-,Book,Pengalukkana Yogasanangal,Rs. 570.00,-,-,-
-,Tamil,"V.K.N Chandru B.Sc.,",,-,-,-,Book,Pengalukkana Thozil Munaivor Vazhikatti,Rs. 650.00,-,-,-
-,Tamil,Kumbakonam Kumaran,,-,-,-,Book,Pengal Nalvazhvu Kalangiyam,Rs. 665.00,-,-,-
-,Tamil,Vairamuthu ,,-,-,-,Book,Parkadal ,Rs. 995.00,-,-,-
Puloliyoor.A.Raththinavelon ,Tamil,Nilakkalam,,-,-,-,Book,Nilakkalam,Rs. 165.00,-,-,-
-,Tamil,Vengadavan,,-,-,-,Book,Ninaihathai Niraivetrum Manthirangal,Rs. 620.00,-,-,-
-,Tamil,Kavignar Mu. Mehta,,-,-,-,Book,Puthu Kavithai Porattam,Rs. 580.00,-,-,-
-,Tamil,P.S.R. Rao,,-,-,-,Book,Puthiyathor Ulagam Seivom : J. Krishnamurthin Sinthanai ,Rs. 630.00,-,-,-
Gayathri Publications,Tamil,K. Sutharsan,,-,-,-,Book,Puthaiyal,Rs. 150.00,-,-,-
-,Tamil,Ramani Chandran,,-,-,-,Book,Punnagaiyil Puthu Ulagam,Rs. 730.00,-,-,-
Gayathri Publications,Tamil,V.Navamohan,,-,-,-,Book,Pulamai Valikaddi,Rs. 35.00,-,-,-
-,Tamil,S.S. Raghavachariyar,,-,-,-,Book,Puthira Bhakkiyam Pera Sri Shasti Devi Pooja Vidhanam,Rs. 665.00,-,-,-
-,Tamil,A.M.Pillai ,,-,-,-,Book,Puthiya Manaiyadi Sasthiram,Rs. 585.00,-,-,-
Gayathri Publications,Tamil,V.Navamohan,,-,-,-,Book,Pulamai Pelai,Rs. 220.00,-,-,-
chemamadu,Tamil,Saba.jeyarasa,,-,-,-,Book,Punaikathai iyal,Rs. 260.00,-,-,-
Gayathri Publications,Tamil,M. P. Pradeepkumar,,-,-,-,Book,Pulamai Oli,Rs. 195.00,-,-,-
-,Tamil,-,,-,-,-,Book,Prarthanai Kalanjiyam (10 Mukkiya Paakkal),Rs. 530.00,-,-,-
-,Tamil,Yogesh Mithra,,-,-,-,Book,Pranaayamam,Rs. 600.00,-,-,-
-,Tamil,"So. Sesalam M.A., B.L",,-,-,-,Book,Pothumakkalukkana Mukkiya Satta Vilakkangal ,Rs. 665.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Pookkutty ,Rs. 630.00,-,-,-
Gayathri Publications,Tamil,Sirukathai Thokuthi,,-,-,-,Book,Poopala Rahangal,Rs. 200.00,-,-,-
-,Tamil,Kavignar Vaali ,,-,-,-,Book,Saravana Sathagam (100 Nerisai Venpaakal),Rs. 750.00,-,-,-
Gayathri Publications,Tamil,Sirukathai Thokuthi,,2008,-,-,Book,Poopala Rahangal,Rs. 200.00,-,-,-
-,Tamil,S.P. Subramaniyam ,,-,-,-,Book,Saptharishi Naadiyin Yoga Vilakkam,Rs. 600.00,-,-,-
-,Tamil,-,,-,-,-,Book,Santhoshi Matha Vratha Magimai,Rs. 515.00,-,-,-
-,Tamil,Sivadasan Ravi,,-,-,-,Book,Saptha Rishi Naadi,Rs. 650.00,-,-,-
-,Tamil,K.S. Pathanjali Iyer,,-,-,-,Book,Sankadangal Agatri Mana Santhialikkum Manthira (Chakra)ngal,Rs. 630.00,-,-,-
chemamadu,Tamil,S.chandrasekaran,,-,-,-,Book,Samakaala kalvi muraikalin sila parinaama nokku,Rs. 280.00,-,-,-
-,Tamil,K.S. Pathanjali Iyer,,-,-,-,Book,Sangadangal Agatrum Sani Bhagavan Archanai,Rs. 585.00,-,-,-
-,Tamil,Pulavar A. Sa. Gurusami,,-,-,-,Book,Saniswara Thoshangal Neekum Nala Puranam,Rs. 650.00,-,-,-
chemamadu,Tamil,S.chandrasekarn,,-,-,-,Book,Samakaala kalvi muraikal oru virinilai nokku,Rs. 330.00,-,-,-
-,Tamil,Bhagirathan,,-,-,-,Book,Sakthi Vazhipadu,Rs. 700.00,-,-,-
chemamadu,Tamil,A.N.krishnaveni,,-,-,-,Book,Saiva siththaantham or arimugam,Rs. 200.00,-,-,-
-,Tamil,Ponmani Vairamuthu ,,-,-,-,Book,Sanga Ilakiyathil Puthu Kavithai Koorungal,"Rs. 1,125.00",-,-,-
-,Tamil,N. Thammanna Chettiar,,-,-,-,Book,Sakala Kaariya Sithi Alikkum Thamizh Veda Manthirangal,Rs. 630.00,-,-,-
-,Tamil,Sri Devanatha Swamigal,,-,-,-,Book,Sabarimalai Sastha Varalarum Bhajan Paadalgalum,Rs. 700.00,-,-,-
-,Tamil,A. Le. Natarajan ,,-,-,-,Book,Ramayanam ,Rs. 935.00,-,-,-
-,Tamil,Vaduvur Narayanan,,-,-,-,Book,"Rig, Yajur, Sama, Atharvana Vethangalum Pathu Upanishadgalum (HB)","Rs. 2,645.00",-,-,-
-,Tamil,Rajaji,,-,-,-,Book,Ramayanam,Rs. 750.00,-,-,-
chemamadu,Tamil,S.antony norbet,,-,-,-,Book,Puviyiyal:soolaliyal muhaamaithuvam,Rs. 350.00,-,-,-
-,Tamil,Kavignar Vairamuthu ,,-,-,-,Book,Rathathanam,Rs. 630.00,-,-,-
-,Tamil,Nataraja Sivam,,-,-,-,Book,Sithigal Tharum Sakthi Vazhipadu,Rs. 630.00,-,-,-
Gayathri Publications,Tamil,N. M. Ashik,,-,-,-,Book,Puvigijal Pagitchikal ,Rs. 135.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Sirukathai Ezhuthuvathu Eppadi? ,Rs. 680.00,-,-,-
-,Tamil,Kamala Kandasami,,-,-,-,Book,Sirikka Rasikka Chinna Chinna Jokes,Rs. 620.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Siru Siru Kathaigal ,Rs. 660.00,-,-,-
-,Tamil,Kavignar Vairamuthu ,,-,-,-,Book,Sirpiye Unnai Sethukukiren,Rs. 700.00,-,-,-
-,Tamil,Suki. Sivam,,-,-,-,Book,Sinthanai Muthukkal ,Rs. 615.00,-,-,-
-,Tamil,Sujatha,,-,-,-,Book,Sila Vithiyasangal ,Rs. 715.00,-,-,-
-,Tamil,Jaisakthi,,-,-,-,Book,Senbavala Kodi Neeye,Rs. 880.00,-,-,-
-,Tamil,Kavignar Vairamuthu ,,-,-,-,Book,Sigarangalai Nokki,Rs. 800.00,-,-,-
-,Tamil,Shilpa,,-,-,-,Book,Seyarkai Malargal Seimuraiyum Vilakkangalum,Rs. 665.00,-,-,-
-,Tamil,N. Thammanna Chettiar,,-,-,-,Book,Selva Thiravukol,Rs. 665.00,-,-,-
chemamadu,Tamil,Saba.jeyarasa,,-,-,-,Book,Seermiya ulaviyal,Rs. 250.00,-,-,-
-,Tamil,"So. Sesalam M.A., B.L.",,-,-,-,Book,Satta Thurai Kalai Sol Kalanjiyam ,Rs. 670.00,-,-,-
Gayathri Publications,Tamil,V.Navamohan,,-,-,-,Book,Second Language,Rs. 180.00,-,-,-
-,Tamil,Kamala Kandasamy,,-,-,-,Book,Sathanai Kalaignar Vazhvil Sila Sothanai Nigazhvugal,Rs. 630.00,-,-,-
-,Tamil,V.K.N Chanduru,,-,-,-,Book,Share Markettil Muthaleedu Seyyum Muraigal,Rs. 700.00,-,-,-
-,Tamil,Nagerkoil Krishnan,,-,-,-,Book,Sri Kanda Puranam (Hard Bound),Rs. 995.00,-,-,-
-,Tamil,Sri Jeyendirar ,,-,-,-,Book,Sri Jeyendirarin Neethi Kathaigal ,Rs. 600.00,-,-,-
-,Tamil,Sivakumarasivam ,,-,-,-,Book,Sarvamum Sithiyagum Manthirangal,Rs. 630.00,-,-,-
-,Tamil,Sri Jeyendarar,,-,-,-,Book,Sri Jeyendarar Vazhangum Ramayanam ,Rs. 830.00,-,-,-
chemamadu,Tamil,A.C. Jorge,,-,-,-,Book,Sarvathesa thaabanangalum oppanthangalum,Rs. 260.00,-,-,-
-,Tamil,K. Venkatakrishna Sharma,,-,-,-,Book,Sri Gayathri Maha Mantra Mahimai,Rs. 620.00,-,-,-
-,Tamil,S.S. Raghavachariyar ,,-,-,-,Book,Sri Gayathiri Mahamantra Homam ,Rs. 680.00,-,-,-
-,Tamil,S.S. Raghavachariyar,,-,-,-,Book,Sri Gayathri Maha Mantra Saaram,Rs. 665.00,-,-,-
-,Tamil,C.S. Devnath ,,-,-,-,Book,Sri Aravindar Vazhvum Vakkum,Rs. 700.00,-,-,-
-,Tamil,C.S. Devnath,,-,-,-,Book,Sri Aravindha Annaiyin Manthira Malargal ,Rs. 630.00,-,-,-
-,Tamil,S.S. Raghavachariyar,,-,-,-,Book,Sri Anjaneya Maha Puranam,Rs. 715.00,-,-,-
